UTC 2023-10-06 04:49:59.980619,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.982385,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.984020,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.986066,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.986324,CountsCPS:0.00	 Sampling FPS:625.00	 PrintFPS:125.00,0.00,625.00,125.00
UTC 2023-10-06 04:49:59.987745,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.989412,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.991125,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.992857,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.994764,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.995092,CountsCPS:0.00	 Sampling FPS:625.00	 PrintFPS:125.00,0.00,625.00,125.00
UTC 2023-10-06 04:49:59.996445,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.998114,Raw mV:0.00,0.00
UTC 2023-10-06 04:49:59.999801,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.001565,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.003546,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.003766,CountsCPS:0.00	 Sampling FPS:555.56	 PrintFPS:111.11,0.00,555.56,111.11
UTC 2023-10-06 04:50:00.005223,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.006960,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.008956,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.010403,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.012328,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.012515,CountsCPS:0.00	 Sampling FPS:555.56	 PrintFPS:111.11,0.00,555.56,111.11
UTC 2023-10-06 04:50:00.013885,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.015580,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.017276,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.018976,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.020952,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.021249,CountsCPS:0.00	 Sampling FPS:625.00	 PrintFPS:125.00,0.00,625.00,125.00
UTC 2023-10-06 04:50:00.022668,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.024496,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.026293,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.027921,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.029753,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.030004,CountsCPS:0.00	 Sampling FPS:625.00	 PrintFPS:125.00,0.00,625.00,125.00
UTC 2023-10-06 04:50:00.031484,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.033181,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.034755,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.036462,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.038470,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.038748,CountsCPS:0.00	 Sampling FPS:555.56	 PrintFPS:111.11,0.00,555.56,111.11
UTC 2023-10-06 04:50:00.040250,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.041884,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.043662,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.045275,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.047200,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.047468,CountsCPS:0.00	 Sampling FPS:625.00	 PrintFPS:125.00,0.00,625.00,125.00
UTC 2023-10-06 04:50:00.048828,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.050590,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.052240,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.054002,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.055979,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.056236,CountsCPS:0.00	 Sampling FPS:625.00	 PrintFPS:125.00,0.00,625.00,125.00
UTC 2023-10-06 04:50:00.057589,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.059387,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.061128,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.062857,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.064798,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.064972,CountsCPS:0.00	 Sampling FPS:555.56	 PrintFPS:111.11,0.00,555.56,111.11
UTC 2023-10-06 04:50:00.066336,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.068047,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.069720,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.071445,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.073580,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.073789,CountsCPS:0.00	 Sampling FPS:555.56	 PrintFPS:111.11,0.00,555.56,111.11
UTC 2023-10-06 04:50:00.075097,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.076857,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.078556,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.080181,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.082147,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.082414,CountsCPS:0.00	 Sampling FPS:625.00	 PrintFPS:125.00,0.00,625.00,125.00
UTC 2023-10-06 04:50:00.083794,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.085508,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.087203,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.088913,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.090888,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.091146,CountsCPS:0.00	 Sampling FPS:625.00	 PrintFPS:125.00,0.00,625.00,125.00
UTC 2023-10-06 04:50:00.092940,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.094390,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.096011,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.097652,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.099622,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.099902,CountsCPS:0.00	 Sampling FPS:555.56	 PrintFPS:111.11,0.00,555.56,111.11
UTC 2023-10-06 04:50:00.101261,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.102972,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.104693,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.106421,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.108419,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.108656,CountsCPS:0.00	 Sampling FPS:555.56	 PrintFPS:111.11,0.00,555.56,111.11
UTC 2023-10-06 04:50:00.110342,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.111843,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.113462,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.115124,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.117089,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.117378,CountsCPS:0.00	 Sampling FPS:625.00	 PrintFPS:125.00,0.00,625.00,125.00
UTC 2023-10-06 04:50:00.118750,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.120453,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.122180,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.123874,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.126002,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.126165,CountsCPS:0.00	 Sampling FPS:625.00	 PrintFPS:125.00,0.00,625.00,125.00
UTC 2023-10-06 04:50:00.127490,Raw mV:0.00,0.00
UTC 2023-10-06 04:50:00.129187,Raw mV:0.00,0.00
